filename,location_name,type,detected_keywords,semantic_score,notes,tables_detected
AmandaDynamicCommonBlocks.txt,AmandaDynamicCommonBlocks,npc,"[""ELSE"", ""CURLOC"", ""RAND"", ""GT"", ""DYNEVAL"", ""IF"", ""MAX"", ""P"", ""CLS"", ""ARGS"", ""OR"", ""GS"", ""RESULT"", ""END"", ""MIN"", ""ACT"", ""DYNAMIC"", ""XGT"", ""AND"", ""ELSEIF"", ""CLA""]","{""movement"": 2, ""dialog"": 1, ""system"": 2, ""action"": 1, ""visual"": 0}",semantic npc name detected,False
AmandaLegareDanceSequence.txt,AmandaLegareDanceSequence,npc,"[""ELSE"", ""RAND"", ""GT"", ""DYNEVAL"", ""IF"", ""MAX"", ""NO"", ""CLS"", ""ARGS"", ""JUMP"", ""OR"", ""GS"", ""END"", ""ACT"", ""DYNAMIC"", ""AND"", ""ELSEIF""]","{""movement"": 2, ""dialog"": 0, ""system"": 2, ""action"": 1, ""visual"": 0}",semantic npc name detected,False
AmandaLoverSex.txt,AmandaLoverSex,npc,"[""ELSE"", ""RAND"", ""GT"", ""DYNEVAL"", ""IF"", ""P"", ""CLS"", ""ARGS"", ""GS"", ""END"", ""ACT"", ""DYNAMIC"", ""AND"", ""ELSEIF"", ""CLA""]","{""movement"": 1, ""dialog"": 1, ""system"": 2, ""action"": 1, ""visual"": 0}",semantic npc name detected,False
AmandaSexDanceStreet.txt,AmandaSexDanceStreet,npc,"[""ELSE"", ""IF"", ""MENU"", ""GS"", ""END"", ""ACT"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 2, ""visual"": 0}",semantic npc name detected,False
ArtisansQuarter.txt,ArtisansQuarter,world_location,"[""GT"", ""GS"", ""END"", ""ACT""]","{""movement"": 1, ""dialog"": 0, ""system"": 0, ""action"": 1, ""visual"": 0}",movement commands detected,False
ArtLevelText.txt,ArtLevelText,unknown,"[""ELSE"", ""IF"", ""ARGS"", ""RESULT"", ""END"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",,False
BeckyEddieJoinFirst.txt,BeckyEddieJoinFirst,npc,"[""ELSE"", ""RAND"", ""IF"", ""MAX"", ""MENU"", ""P"", ""CLS"", ""GS"", ""END"", ""ACT"", ""DYNAMIC"", ""XGT"", ""AND"", ""CLA""]","{""movement"": 1, ""dialog"": 1, ""system"": 2, ""action"": 2, ""visual"": 0}",semantic npc name detected,False
BeckyHome.txt,BeckyHome,world_location,"[""ELSE"", ""RAND"", ""GT"", ""IF"", ""MENU"", ""P"", ""ARGS"", ""GS"", ""END"", ""ACT"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 1, ""system"": 1, ""action"": 2, ""visual"": 0}",semantic world name detected,False
BeckyHomeFront.txt,BeckyHomeFront,world_location,"[""ELSE"", ""RAND"", ""GT"", ""IF"", ""MAX"", ""MENU"", ""P"", ""ARGS"", ""PL"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""ACT"", ""DYNAMIC"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 2, ""system"": 2, ""action"": 2, ""visual"": 0}",semantic world name detected,False
BeckyInviteHome.txt,BeckyInviteHome,world_location,"[""ELSE"", ""RAND"", ""IF"", ""ARGS"", ""END"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",semantic world name detected,False
BeckyLoversInStore.txt,BeckyLoversInStore,npc,"[""ELSE"", ""RAND"", ""DYNEVAL"", ""IF"", ""OR"", ""GS"", ""END"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",semantic npc name detected,False
BeckyQuestInit.txt,BeckyQuestInit,npc,"[""GT"", ""IF"", ""CLS"", ""GS"", ""END"", ""ACT"", ""AND"", ""CLA""]","{""movement"": 1, ""dialog"": 0, ""system"": 1, ""action"": 1, ""visual"": 0}",semantic npc name detected,False
ChangeDressTmp.txt,ChangeDressTmp,unknown,"[""ARGS"", ""END""]","{""movement"": 0, ""dialog"": 0, ""system"": 0, ""action"": 0, ""visual"": 0}",,False
ChangeTommorowHallJob.txt,ChangeTommorowHallJob,world_location,"[""ARGS"", ""END""]","{""movement"": 0, ""dialog"": 0, ""system"": 0, ""action"": 0, ""visual"": 0}",semantic world name detected,False
ChangeTommorowWhoreJob.txt,ChangeTommorowWhoreJob,unknown,"[""IF"", ""ARGS"", ""END"", ""AND""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",,False
CheckDailyEvent.txt,CheckDailyEvent,event,"[""ELSE"", ""FUNC"", ""CURLOC"", ""RAND"", ""DYNEVAL"", ""IF"", ""NO"", ""ARGS"", ""JUMP"", ""GS"", ""RESULT"", ""END"", ""LCASE"", ""EXIT"", ""DYNAMIC"", ""AND""]","{""movement"": 1, ""dialog"": 0, ""system"": 2, ""action"": 0, ""visual"": 0}",semantic event name detected,False
CheckDailyEventExists.txt,CheckDailyEventExists,event,"[""ELSE"", ""FUNC"", ""IF"", ""ARGS"", ""JUMP"", ""GS"", ""RESULT"", ""END"", ""LCASE"", ""EXIT"", ""AND""]","{""movement"": 1, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",semantic event name detected,False
CheckVisibility.txt,CheckVisibility,unknown,"[""IF"", ""ARGS"", ""OR"", ""END"", ""AND""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",,False
Church.txt,Church,world_location,"[""ELSE"", ""RAND"", ""GT"", ""IF"", ""MENU"", ""CLS"", ""OR"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""ACT"", ""DYNAMIC"", ""XGT"", ""AND"", ""ELSEIF""]","{""movement"": 2, ""dialog"": 0, ""system"": 2, ""action"": 2, ""visual"": 0}",movement commands detected,False
ChurchAfterCermon.txt,ChurchAfterCermon,world_location,"[""ELSE"", ""FUNC"", ""RAND"", ""GT"", ""IF"", ""MENU"", ""ARGS"", ""OR"", ""GS"", ""END"", ""ACT"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 0, ""system"": 1, ""action"": 2, ""visual"": 0}",movement commands detected,False
ChurchIspoved.txt,ChurchIspoved,world_location,"[""GT"", ""IF"", ""MENU"", ""ARGS"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""ACT"", ""AND""]","{""movement"": 1, ""dialog"": 0, ""system"": 1, ""action"": 2, ""visual"": 0}",movement commands detected,False
CityGuard.txt,CityGuard,world_location,"[""ELSE"", ""RAND"", ""GT"", ""IF"", ""MENU"", ""OR"", ""GS"", ""END"", ""ACT"", ""DYNAMIC"", ""AND""]","{""movement"": 1, ""dialog"": 0, ""system"": 2, ""action"": 2, ""visual"": 0}",movement commands detected,False
CleanScreenOverflow.txt,CleanScreenOverflow,unknown,"[""ELSE"", ""IF"", ""MAX"", ""ARGS"", ""CLR"", ""END""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",,False
CleanSpermRandom.txt,CleanSpermRandom,unknown,"[""ELSE"", ""RAND"", ""IF"", ""ARGS"", ""END"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",,False
CockPosition.txt,CockPosition,system_logic,"[""IF"", ""ARGS"", ""END"", ""DYNAMIC"", ""AND""]","{""movement"": 0, ""dialog"": 0, ""system"": 2, ""action"": 0, ""visual"": 0}",heavy system commands detected,False
CreateDonationsList.txt,CreateDonationsList,unknown,"[""END""]","{""movement"": 0, ""dialog"": 0, ""system"": 0, ""action"": 0, ""visual"": 0}",,False
CreateDressListMenu.txt,CreateDressListMenu,system_logic,"[""FUNC"", ""IF"", ""MENU"", ""GS"", ""ARRSIZE"", ""END"", ""LCASE"", ""DYNAMIC""]","{""movement"": 0, ""dialog"": 0, ""system"": 2, ""action"": 1, ""visual"": 0}",heavy system commands detected,False
CreateMandatoryEvents.txt,CreateMandatoryEvents,event,"[""IF"", ""GS"", ""END""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",semantic event name detected,False
CreateTavernEvents.txt,CreateTavernEvents,world_location,"[""IF"", ""JUMP"", ""GS"", ""END"", ""KILLVAR""]","{""movement"": 1, ""dialog"": 0, ""system"": 2, ""action"": 0, ""visual"": 0}",semantic world name detected,False
CreateTavernEventsPeriod.txt,CreateTavernEventsPeriod,world_location,"[""RAND"", ""IF"", ""ARGS"", ""JUMP"", ""OR"", ""END"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",semantic world name detected,False
DailySetstatdefault.txt,DailySetstatdefault,system_logic,"[""ELSE"", ""FUNC"", ""RAND"", ""GT"", ""DYNEVAL"", ""IF"", ""MAX"", ""NO"", ""ARGS"", ""OR"", ""GS"", ""END"", ""DYNAMIC"", ""AND""]","{""movement"": 1, ""dialog"": 0, ""system"": 2, ""action"": 0, ""visual"": 0}",semantic system name detected,False
DayToText.txt,DayToText,system_logic,"[""IF"", ""SET"", ""MOD"", ""ARGS"", ""RESULT"", ""END""]","{""movement"": 0, ""dialog"": 0, ""system"": 2, ""action"": 0, ""visual"": 0}",heavy system commands detected,False
DeleteDailyEvent.txt,DeleteDailyEvent,event,"[""ELSE"", ""FUNC"", ""IF"", ""ARGS"", ""JUMP"", ""GS"", ""END"", ""LCASE"", ""AND""]","{""movement"": 1, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",semantic event name detected,False
DescribeSkillIncrease.txt,DescribeSkillIncrease,unknown,"[""ELSE"", ""IF"", ""ARGS"", ""END"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",,False
DispFrac.txt,DispFrac,unknown,"[""ELSE"", ""IF"", ""MOD"", ""ARGS"", ""RESULT"", ""END""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",,False
DisplayTavernEventShort.txt,DisplayTavernEventShort,world_location,"[""ELSE"", ""FUNC"", ""IF"", ""ARGS"", ""RESULT"", ""END"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",semantic world name detected,False
DisplayTavernEventsSummary.txt,DisplayTavernEventsSummary,world_location,"[""FUNC"", ""IF"", ""JUMP"", ""RESULT"", ""END""]","{""movement"": 1, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",semantic world name detected,False
DressForNight.txt,DressForNight,unknown,"[""ELSE"", ""IF"", ""ARGS"", ""END""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",,False
DressNoShow.txt,DressNoShow,world_location,"[""ELSE"", ""CURLOC"", ""GT"", ""IF"", ""P"", ""CLS"", ""ARGS"", ""OR"", ""GS"", ""END"", ""IIF"", ""ACT"", ""DYNAMIC"", ""ELSEIF"", ""CLA""]","{""movement"": 1, ""dialog"": 1, ""system"": 2, ""action"": 1, ""visual"": 0}",movement commands detected,False
DressShop.txt,DressShop,world_location,"[""ELSE"", ""FUNC"", ""RAND"", ""GT"", ""IF"", ""MENU"", ""P"", ""JUMP"", ""OR"", ""GS"", ""RESULT"", ""ARRSIZE"", ""END"", ""IIF"", ""LCASE"", ""ACT"", ""DYNAMIC"", ""AND""]","{""movement"": 2, ""dialog"": 1, ""system"": 2, ""action"": 2, ""visual"": 0}",semantic world name detected,False
DressTry.txt,DressTry,world_location,"[""ELSE"", ""GT"", ""IF"", ""MAX"", ""MENU"", ""P"", ""ARGS"", ""OR"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""LCASE"", ""ACT"", ""DYNAMIC"", ""AND"", ""CLA""]","{""movement"": 1, ""dialog"": 1, ""system"": 2, ""action"": 2, ""visual"": 0}",movement commands detected,False
DressUp.txt,DressUp,world_location,"[""ELSE"", ""COPYARR"", ""RAND"", ""IF"", ""NO"", ""ARGS"", ""JUMP"", ""OR"", ""ARRSIZE"", ""END"", ""MIN"", ""DYNAMIC"", ""STRCOMP"", ""KILLVAR"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 0, ""system"": 3, ""action"": 0, ""visual"": 0}",movement commands detected,False
EllonaBirthPrayMenu.txt,EllonaBirthPrayMenu,system_logic,"[""ELSE"", ""FUNC"", ""RAND"", ""IF"", ""MENU"", ""CLS"", ""ARGS"", ""OR"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""ACT"", ""DYNAMIC"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 2, ""action"": 2, ""visual"": 0}",heavy system commands detected,False
EllonaTemple.txt,EllonaTemple,world_location,"[""ELSE"", ""GT"", ""IF"", ""MENU"", ""OR"", ""GS"", ""END"", ""ACT""]","{""movement"": 1, ""dialog"": 0, ""system"": 1, ""action"": 2, ""visual"": 0}",movement commands detected,False
EllonaTempleMenu.txt,EllonaTempleMenu,unknown,"[""MENU"", ""GS"", ""END""]","{""movement"": 0, ""dialog"": 0, ""system"": 0, ""action"": 1, ""visual"": 0}",,False
EventAmandaLegareCreateDance.txt,EventAmandaLegareCreateDance,event,"[""ELSE"", ""RAND"", ""IF"", ""GS"", ""END"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",semantic event name detected,False
EventAmandaLizettTalk.txt,EventAmandaLizettTalk,event,"[""ELSE"", ""FUNC"", ""RAND"", ""GT"", ""IF"", ""MAX"", ""MENU"", ""ARGS"", ""PL"", ""OR"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""ACT"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 1, ""system"": 1, ""action"": 2, ""visual"": 0}",semantic event name detected,False
EventAmandaLizettTalk2.txt,EventAmandaLizettTalk2,event,"[""RAND"", ""GT"", ""DYNEVAL"", ""IF"", ""MENU"", ""ARGS"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""ACT"", ""AND""]","{""movement"": 1, ""dialog"": 0, ""system"": 1, ""action"": 2, ""visual"": 0}",semantic event name detected,False
EventCleaningHarrass.txt,EventCleaningHarrass,event,"[""ELSE"", ""FUNC"", ""RAND"", ""IF"", ""ARGS"", ""RESULT"", ""END"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",semantic event name detected,False
EventCleaningHarrassPart2.txt,EventCleaningHarrassPart2,event,"[""ELSE"", ""FUNC"", ""IF"", ""ARGS"", ""GS"", ""RESULT"", ""END"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",semantic event name detected,False
EventFightSmall.txt,EventFightSmall,event,"[""ELSE"", ""RAND"", ""GT"", ""IF"", ""MENU"", ""ARGS"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""ACT"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 0, ""system"": 1, ""action"": 2, ""visual"": 0}",semantic event name detected,False
EventWaitressHarrass.txt,EventWaitressHarrass,event,"[""ELSE"", ""FUNC"", ""RAND"", ""IF"", ""ARGS"", ""RESULT"", ""END"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",semantic event name detected,False
EventWaitressHarrassPart2.txt,EventWaitressHarrassPart2,event,"[""ELSE"", ""FUNC"", ""IF"", ""ARGS"", ""GS"", ""RESULT"", ""END"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",semantic event name detected,False
EventWineForDance.txt,EventWineForDance,event,"[""ELSE"", ""GT"", ""IF"", ""MENU"", ""ARGS"", ""OR"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""ACT"", ""AND""]","{""movement"": 1, ""dialog"": 0, ""system"": 1, ""action"": 2, ""visual"": 0}",semantic event name detected,False
FightResult.txt,FightResult,event,"[""ELSE"", ""RAND"", ""IF"", ""ARGS"", ""RESULT"", ""END"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",semantic event name detected,False
FrancheskaTalk.txt,FrancheskaTalk,unknown,"[""RAND"", ""MENU"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""AND""]","{""movement"": 0, ""dialog"": 0, ""system"": 0, ""action"": 1, ""visual"": 0}",,False
FridayDance.txt,FridayDance,world_location,"[""ELSE"", ""CURACTS"", ""RAND"", ""WAIT"", ""GT"", ""DYNEVAL"", ""IF"", ""MENU"", ""ARGS"", ""CLR"", ""PL"", ""JUMP"", ""OR"", ""GS"", ""RESULT"", ""ARRSIZE"", ""END"", ""IIF"", ""ACT"", ""DYNAMIC"", ""AND"", ""ELSEIF"", ""CLA""]","{""movement"": 2, ""dialog"": 1, ""system"": 3, ""action"": 2, ""visual"": 0}",movement commands detected,False
GeorgettBeckyVisit.txt,GeorgettBeckyVisit,world_location,"[""ELSE"", ""RAND"", ""IF"", ""MAX"", ""MENU"", ""P"", ""CLS"", ""PL"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""DYNAMIC"", ""XGT"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 2, ""system"": 2, ""action"": 1, ""visual"": 0}",movement commands detected,False
GetGirlDrunk.txt,GetGirlDrunk,unknown,"[""IF"", ""ARGS"", ""END""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",,False
GetRandomGirlByJob.txt,GetRandomGirlByJob,world_location,"[""ELSE"", ""RAND"", ""IF"", ""ARGS"", ""JUMP"", ""RESULT"", ""ARRSIZE"", ""END"", ""DYNAMIC"", ""KILLVAR""]","{""movement"": 1, ""dialog"": 0, ""system"": 3, ""action"": 0, ""visual"": 0}",movement commands detected,False
GirlDressBuy.txt,GirlDressBuy,world_location,"[""ELSE"", ""FUNC"", ""IF"", ""MENU"", ""CLS"", ""ARGS"", ""GS"", ""RESULT"", ""ARRSIZE"", ""END"", ""IIF"", ""LCASE"", ""ACT"", ""DYNAMIC"", ""XGT"", ""AND"", ""CLA""]","{""movement"": 1, ""dialog"": 0, ""system"": 2, ""action"": 2, ""visual"": 0}",movement commands detected,False
GirlDressSuggest.txt,GirlDressSuggest,system_logic,"[""ELSE"", ""IF"", ""ARGS"", ""OR"", ""GS"", ""END"", ""LCASE"", ""DYNAMIC"", ""STRCOMP"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 2, ""action"": 0, ""visual"": 0}",heavy system commands detected,False
GirlsDesc.txt,GirlsDesc,dialog,"[""ELSE"", ""FUNC"", ""RAND"", ""IF"", ""P"", ""ARGS"", ""CLR"", ""PL"", ""OR"", ""GS"", ""END"", ""LCASE"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 2, ""system"": 1, ""action"": 0, ""visual"": 0}",heavy dialog content detected,False
GirlSuggestDressFunc.txt,GirlSuggestDressFunc,world_location,"[""ELSE"", ""RAND"", ""DYNEVAL"", ""IF"", ""MAX"", ""P"", ""CLS"", ""OR"", ""GS"", ""END"", ""IIF"", ""ACT"", ""DYNAMIC"", ""XGT"", ""AND"", ""ELSEIF"", ""CLA""]","{""movement"": 1, ""dialog"": 1, ""system"": 2, ""action"": 1, ""visual"": 0}",movement commands detected,False
GiveBirth.txt,GiveBirth,system_logic,"[""ELSE"", ""FUNC"", ""RAND"", ""DYNEVAL"", ""DELACT"", ""IF"", ""P"", ""CLS"", ""ARGS"", ""OR"", ""GS"", ""SELACT"", ""END"", ""MIN"", ""IIF"", ""LCASE"", ""ACT"", ""DYNAMIC"", ""STRCOMP"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 1, ""system"": 2, ""action"": 2, ""visual"": 0}",heavy system commands detected,False
GiveBirthFinish.txt,GiveBirthFinish,unknown,"[""DYNEVAL"", ""IF"", ""P"", ""CLS"", ""OR"", ""GS"", ""END"", ""IIF"", ""ACT"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 1, ""system"": 1, ""action"": 1, ""visual"": 0}",,False
GiveBirthStep2.txt,GiveBirthStep2,unknown,"[""IF"", ""MENU"", ""P"", ""CLS"", ""OR"", ""GS"", ""END"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 1, ""system"": 1, ""action"": 1, ""visual"": 0}",,False
GloryHoleBusy.txt,GloryHoleBusy,unknown,"[""IF"", ""ARGS"", ""RESULT"", ""END""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",,False
GroceryStore.txt,GroceryStore,world_location,"[""ELSE"", ""RAND"", ""GT"", ""IF"", ""MENU"", ""OR"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""ACT"", ""DYNAMIC"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 0, ""system"": 2, ""action"": 2, ""visual"": 0}",movement commands detected,False
HarassDiscussImage.txt,HarassDiscussImage,unknown,"[""ELSE"", ""IF"", ""ARGS"", ""GS"", ""END"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",,False
HarassShowImage.txt,HarassShowImage,unknown,"[""ELSE"", ""RAND"", ""IF"", ""ARGS"", ""OR"", ""GS"", ""END"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",,False
HasThisDress.txt,HasThisDress,world_location,"[""COPYARR"", ""IF"", ""ARGS"", ""JUMP"", ""RESULT"", ""ARRSIZE"", ""END"", ""DYNAMIC"", ""KILLVAR""]","{""movement"": 1, ""dialog"": 0, ""system"": 3, ""action"": 0, ""visual"": 0}",movement commands detected,False
IncreaseArousal.txt,IncreaseArousal,unknown,"[""ELSE"", ""IF"", ""MAX"", ""ARGS"", ""OR"", ""END"", ""MIN"", ""LCASE""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",,False
IncreaseSkill.txt,IncreaseSkill,unknown,"[""RAND"", ""IF"", ""ARGS"", ""END"", ""AND""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",,False
InitAmanda.txt,InitAmanda,unknown,"[""RAND"", ""END""]","{""movement"": 0, ""dialog"": 0, ""system"": 0, ""action"": 0, ""visual"": 0}",,False
InitAmandaLizaTalkItems.txt,InitAmandaLizaTalkItems,world_location,"[""ELSE"", ""FUNC"", ""TRIM"", ""DYNEVAL"", ""IF"", ""MAX"", ""ARGS"", ""JUMP"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""KILLVAR"", ""AND""]","{""movement"": 1, ""dialog"": 0, ""system"": 2, ""action"": 0, ""visual"": 0}",movement commands detected,False
InitBecky.txt,InitBecky,unknown,"[""RAND"", ""END""]","{""movement"": 0, ""dialog"": 0, ""system"": 0, ""action"": 0, ""visual"": 0}",,False
InitDressDesc.txt,InitDressDesc,unknown,"[""END""]","{""movement"": 0, ""dialog"": 0, ""system"": 0, ""action"": 0, ""visual"": 0}",,False
InitGeorgett.txt,InitGeorgett,unknown,"[""RAND"", ""GS"", ""END""]","{""movement"": 0, ""dialog"": 0, ""system"": 0, ""action"": 0, ""visual"": 0}",,False
InitInga.txt,InitInga,unknown,"[""RAND"", ""END""]","{""movement"": 0, ""dialog"": 0, ""system"": 0, ""action"": 0, ""visual"": 0}",,False
InitIrma.txt,InitIrma,unknown,"[""RAND"", ""END""]","{""movement"": 0, ""dialog"": 0, ""system"": 0, ""action"": 0, ""visual"": 0}",,False
InitLiza.txt,InitLiza,unknown,"[""RAND"", ""END""]","{""movement"": 0, ""dialog"": 0, ""system"": 0, ""action"": 0, ""visual"": 0}",,False
InitMelissa.txt,InitMelissa,unknown,"[""RAND"", ""END""]","{""movement"": 0, ""dialog"": 0, ""system"": 0, ""action"": 0, ""visual"": 0}",,False
InitSandra.txt,InitSandra,unknown,"[""RAND"", ""END""]","{""movement"": 0, ""dialog"": 0, ""system"": 0, ""action"": 0, ""visual"": 0}",,False
InitSecondaryNPC.txt,InitSecondaryNPC,unknown,"[""DEBUG"", ""END""]","{""movement"": 0, ""dialog"": 0, ""system"": 0, ""action"": 0, ""visual"": 0}",,False
